Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr9	10468	0.924792039315	0
chr9	38403	1.71761747884	0.0258340656183
chr9	42916	1.71761747884	0.0335856733003
chr9	43168	1.61854258286	0.0340185129049
chr9	43477	1.54684122313	0.034518642563
chr9	43846	1.54684122313	0.0350894269744
chr9	46430	1.54684122313	0.039086464695
chr9	46586	1.42506150542	0.0393277719258
chr9	46613	1.40605386545	0.0393662485864
chr9	46658	1.40605386545	0.0394295210104
chr9	54035	1.40605386545	0.0498019803757
chr9	54109	0.524217486019	0.0499060283618
chr9	55052	0.524217486019	0.0504003654511
chr9	55393	0.524217486019	0.0505791236138
chr9	55575	0.348722033509	0.0506745311963
chr9	55658	0.320995341311	0.0507034751251
chr9	56793	0.320995341311	0.0510678048375
chr9	95532	0.320995341311	0.0635028433645
chr9	97085	1.91367908825	0.0640013491296
chr9	97216	2.01255002016	0.0642520410901
chr9	98559	2.01255002016	0.0669548957672
chr9	102644	2.01255002016	0.0751761625996
chr9	102671	1.79786703425	0.0752305014501
chr9	102701	1.79786703425	0.0752844374611
chr9	114168	2.06763408313	0.0959005787429
chr9	119725	2.06763408313	0.107390421343
chr9	120150	1.35727083741	0.108269165828
chr9	120531	1.35727083741	0.108786286017
chr9	129726	1.3821809091	0.121266391367
chr9	129731	1.51587700978	0.121273302272
chr9	133934	1.80573060802	0.127644533344
chr9	139381	1.8846359242	0.137480347966
chr9	145441	2.44756292439	0.148901241666
chr9	149018	2.44756292439	0.157656174247
chr9	149252	0.637331564058	0.158228903971
chr9	149923	0.637331564058	0.158656553451
chr9	158534	0.637331564059	0.164144615549
chr9	158700	0.360110678618	0.164250412588
chr9	158957	0.360110678618	0.164342961033
chr9	174811	0.437526230554	0.170052155732
chr9	174832	0.506059099939	0.170061343783
chr9	176604	1.00294013702	0.170958080508
chr9	176676	1.66637542918	0.171030292198
chr9	177221	2.43355332374	0.171938466806
chr9	177577	2.69361574876	0.17280481179
chr9	179327	2.69361574876	0.17751863935
chr9	179619	1.04632732816	0.178305175149
chr9	179881	1.04632732816	0.178579312909
chr9	183040	1.04632732816	0.181884660938
chr9	183313	0.519011015269	0.182170308299
chr9	183484	0.51901101527	0.182259059182
chr9	192572	0.855476226221	0.186975831289
chr9	192573	1.57761187728	0.186976686765
chr9	202644	1.57761187728	0.202864815982
chr9	202681	0.710039662423	0.202923187621
chr9	203006	0.710039662423	0.203153950511
chr9	203567	0.710039662424	0.203552282762
chr9	203702	0.608562579038	0.203648138116
chr9	203760	0.469094880163	0.203683434746
